Row #{0}: No such Field named {1} found in the Document Type {2}.,Мөр #{0}: Баримт бичгийн төрөл {2} дотор {1} нэртэй талбар олдсонгүй.,
Row #{0}: Not allowed to change Supplier as Purchase Order already exists,Мөр #{0}: Худалдан авалтын захиалга аль хэдийн байгаа тул нийлүүлэгчийг өөрчлөхийг хориглоно,
Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,Мөр #{0}: Ажлын {3} захиалгын {2} ширхэг бэлэн бүтээгдэхүүний хувьд {1} ажиллагаа дуусаагүй байна. Ажлын карт {4}-ээр дамжуулан үйл ажиллагааны төлөвийг шинэчилнэ үү.,
Row #{0}: Payment document is required to complete the transaction,Мөр #{0}: Гүйлгээг дуусгахад төлбөрийн баримт шаардлагатай,
Row #{0}: Please enter the result value for {1},Мөр #{0}: {1}-н үр дүнгийн утгыг оруулна уу,
Row #{0}: Please set reorder quantity,Мөр #{0}: Дахин захиалгын хэмжээг тохируулна уу,
Row #{0}: Please specify Serial No for Item {1},Мөр #{0}: {1} зүйлд Серийн дугаарыг зааж өгнө үү,
Row #{0}: Qty increased by 1,Мөр #{0}: Тоо хэмжээ 1-ээр нэмэгдсэн,
Row #{0}: Rate must be same as {1}: {2} ({3} / {4}),Мөр #{0}: Үнэ {1}-тэй ижил байх ёстой: {2} ({3} / {4}),
Row #{0}: Received Qty must be equal to Accepted + Rejected Qty for Item {1},Мөр #{0}: Хүлээн авсан тоо хэмжээ {1}-д Хүлээн авсан + Татгалзсан тоо хэмжээтэй тэнцүү байх ёстой,
Row #{0}: Reference Document Type must be Donation,Мөр #{0}: Лавлах баримт бичгийн төрөл нь Хандив байх ёстой,
Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,Мөр #{0}: Лавлах баримт бичгийн төрөл нь зардлын нэхэмжлэл эсвэл журналын бичилтийн аль нэг байх ёстой,
"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","Мөр #{0}: Лавлах баримт бичгийн төрөл нь Худалдан авалтын захиалга, Худалдан авалтын нэхэмжлэх эсвэл журналын бичилтийн аль нэг байх ёстой",
"Row #{0}: Reference Document Type must be one of Sales Order, Sales Invoice, Journal Entry or Dunning","Мөр #{0}: Лавлах баримт бичгийн төрөл нь борлуулалтын захиалга, борлуулалтын нэхэмжлэх, журналын бичилт эсвэл тайлангийн аль нэг байх ёстой",
Row #{0}: Rejected Qty can not be entered in Purchase Return,Мөр #{0}: Худалдан авалтын буцаан олголтод татгалзсан тоо хэмжээг оруулах боломжгүй,
Row #{0}: Rejected Warehouse is mandatory against rejected Item {1},Мөр #{0}: Татгалзсан агуулах нь татгалзсан {1} зүйлийн эсрэг заавал байх ёстой.,
Row #{0}: Reqd by Date cannot be before Transaction Date,Мөр #{0}: Огноогоор хүсэлт нь Гүйлгээний огнооноос өмнө байж болохгүй,
Row #{0}: Result for Secondary UOM not calculated,Мөр #{0}: Хоёрдогч UOM-ийн үр дүнг тооцоолоогүй,
Row #{0}: Serial No {1} does not belong to Batch {2},Мөр #{0}: Цуваа дугаар {1} нь {2} багцад хамаарахгүй,
Row #{0}: Service End Date cannot be before Invoice Posting Date,Мөр #{0}: Үйлчилгээний эцсийн огноо нь нэхэмжлэх нийтлэх өдрөөс өмнө байж болохгүй,
Row #{0}: Service Start Date cannot be greater than Service End Date,Мөр #{0}: Үйлчилгээ эхлэх огноо нь Үйлчилгээний дуусах огнооноос их байж болохгүй,
Row #{0}: Service Start and End Date is required for deferred accounting,Мөр #{0}: Нягтлан бодох бүртгэлийг хойшлуулахад үйлчилгээний эхлэл болон дуусах огноо шаардлагатай,
Row #{0}: Set Supplier for item {1},Мөр #{0}: {1} зүйлд нийлүүлэгчийг тохируулах,
Row #{0}: Status must be {1} for Invoice Discounting {2},Мөр #{0}: Нэхэмжлэхийн хөнгөлөлтийн {2} төлөв {1} байх ёстой,
Row #{0}: The batch {1} has already expired.,Мөр #{0}: {1} багцын хугацаа аль хэдийн дууссан.,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",Мөр #{0}: {1} багцад ердөө {2} ширхэг байна. Олон багцаас хүргэх/гаргалахын тулд {3} ширхэг боломжтой өөр багц сонгоно уу эсвэл мөрийг олон мөрөнд хуваана уу.,
Row #{0}: The following Serial Nos are not present in Delivery Note {1}:,Мөр #{0}: Дараах цуврал дугаарууд Хүргэлтийн тэмдэглэлд {1} байхгүй байна:,
Row #{0}: Timings conflicts with row {1},Мөр #{0}: Хугацаа нь {1} мөртэй зөрчилдөж байна,
Row #{0}: {1} Serial numbers required for Item {2}. You have provided {3}.,Мөр #{0}: {1} {2} зүйлд серийн дугаар шаардлагатай. Та {3}-г оруулсан байна.,
Row #{0}: {1} can not be negative for item {2},Мөр #{0}: {1} нь {2} зүйлд сөрөг байж болохгүй,
Row #{0}: {1} does not have any available serial numbers in {2},Мөр #{0}: {1}-д {2}-д байгаа серийн дугаар байхгүй байна,
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,Мөр #{0}: {1} унших талбар буруу байна. Талбайн тайлбарыг үзнэ үү.,
Row #{0}: {1} is required to create the Opening {2} Invoices,Мөр #{0}: Нээлтийн {2} нэхэмжлэх үүсгэхийн тулд {1} шаардлагатай,
"Row #{}: Batch No. {} of item {} has less than required stock available, {} more required","Мөр #{}: {} зүйлийн {} багцын дугаарт шаардлагатай нөөцөөс бага нөөц байгаа, {} илүү шаардлагатай",
Row #{}: Batch No. {} of item {} has no stock available. Please select valid batch no.,Мөр #{}: {} зүйлийн {} багцын дугаарт нөөц байхгүй. Хүчинтэй багцын дугаарыг сонгоно уу.,
Row #{}: Currency of {} - {} doesn't matches company currency.,Мөр #{}: {} - {} валют нь компанийн мөнгөн тэмдэгттэй таарахгүй байна.,
Row #{}: Depreciation Posting Date should not be equal to Available for Use Date.,Мөр #{}: Элэгдэл тооцох огноо нь Ашиглах боломжтой огноотой тэнцүү байж болохгүй.,
Row #{}: Following Serial numbers for item {} are <b>Invalid</b>: {},Мөр #{}: {} зүйлийн дараах серийн дугаарууд <b>Буруу</b> байна: {},
Row #{}: GST rate is invalid. Please remove tax rows with zero tax amount from taxes table.,Мөр #{}: GST үнэ буруу байна. Татварын хүснэгтээс татварын тэгтэй татварын мөрүүдийг хасна уу.,
Row #{}: Item Code: {} is not available under warehouse {}.,Мөр #{}: Барааны код: {} агуулахын {}-д байхгүй.,
Row #{}: No batch selected against item: {}. Please select a batch or remove it to complete transaction.,Мөр #{}: {} зүйлийн эсрэг багц сонгоогүй. Гүйлгээг дуусгахын тулд багц сонгох эсвэл устгана уу.,
Row #{}: No serial number selected against item: {}. Please select one or remove it to complete transaction.,Мөр #{}: Зүйлийн эсрэг серийн дугаар сонгогдоогүй байна: {}. Гүйлгээг дуусгахын тулд нэгийг нь сонгох эсвэл устгана уу.,
Row #{}: Original Invoice {} of return invoice {} is {}.,Мөр #{}: Буцаах нэхэмжлэхийн {} эх нэхэмжлэх {} байна.,
Row #{}: POS Invoice {} has been {},Мөр #{}: POS нэхэмжлэх {} байна {},
Row #{}: POS Invoice {} is not against customer {},Мөр #{}: POS нэхэмжлэх {} харилцагчийн эсрэг биш {},
Row #{}: POS Invoice {} is not submitted yet,Мөр #{}: POS нэхэмжлэх {} хараахан ирүүлээгүй байна,
Row #{}: Please asign task to a member.,Мөр #{}: Гишүүнд даалгавар өгнө үү.,
Row #{}: Please select a serial no and batch against item: {} or remove it to complete transaction.,Мөр #{}: Гүйлгээг дуусгахын тулд цуваа дугаар болон багцыг сонгоно уу: {} эсвэл устгана уу.,
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},Мөр #{}: Цуваа дугаар {}-г анхны нэхэмжлэх {}-д гүйлгээгүй тул буцаах боломжгүй.,
Row #{}: Serial No. {} has already been transacted into another POS Invoice. Please select valid serial no.,Мөр #{}: Серийн дугаар {} аль хэдийн өөр ПОС нэхэмжлэх рүү шилжүүлсэн байна. Хүчинтэй серийн дугаар сонгоно уу.,
Row #{}: Serial No. {} has already been transacted into another Sales Invoice. Please select valid serial no.,Мөр #{}: Серийн дугаар {} нь аль хэдийн өөр Борлуулалтын нэхэмжлэх рүү гүйлгээ хийгдсэн байна. Хүчинтэй серийн дугаар сонгоно уу.,
Row #{}: Serial Nos. {} have already been transacted into another POS Invoice. Please select valid serial no.,Мөр #{}: Цуврал дугаарууд. {} аль хэдийн өөр ПОС-ын нэхэмжлэх рүү шилжүүлсэн байна. Хүчинтэй серийн дугаар сонгоно уу.,
Row #{}: Stock quantity not enough for Item Code: {} under warehouse {}. Available quantity {}.,Мөр #{}: Барааны код: {} агуулахын {} дор байгаа нөөцийн тоо хэмжээ хангалтгүй. Боломжтой тоо хэмжээ {}.,
Row #{}: You cannot add postive quantities in a return invoice. Please remove item {} to complete the return.,Мөр #{}: Та буцаах нэхэмжлэхдээ эерэг тоо хэмжээг нэмэх боломжгүй. Буцааж дуусгахын тулд {} зүйлийг устгана уу.,
Row #{}: You must select {} serial numbers for item {}.,Мөр #{}: Та {} зүйлд {} серийн дугаар сонгох ёстой.,
Row #{}: {},Мөр #{}: {},
Row #{}: {} of {} should be {}. Please modify the account or select a different account.,Мөр #{}: {}-н {} {} байх ёстой. Бүртгэлээ өөрчлөх эсвэл өөр бүртгэл сонгоно уу.,
Row #{}: {} {} does not exist.,Мөр #{}: {} {} байхгүй.,
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,Мөр #{}: {} {} нь {} компанид харьяалагддаггүй. Хүчинтэй {}-г сонгоно уу.,
Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},Мөр No {0}: Дүн нь зардлын нэхэмжлэлийн {1} хүлээгдэж буй дүнгээс их байж болохгүй. Хүлээгдэж буй дүн нь {2},
Row Number,Мөрийн дугаар,
Row Spacing,Мөр хоорондын зай,
Row Spacing UOM,Мөр хоорондын зай UOM,
Row {0},{0} мөр,
Row {0} : Operation is required against the raw material item {1},Мөр {0} : Түүхий эдийн {1} зүйлийн эсрэг үйл ажиллагаа явуулах шаардлагатай,
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Мөр {0}# Хуваарилагдсан дүн {1} нэхэмжлээгүй дүнгээс {2} их байж болохгүй,
Row {0}# Item {1} cannot be transferred more than {2} against Purchase Order {3},{0}# Зүйлийн {1} мөрийг {3} худалдан авалтын захиалгын эсрэг {2}-с илүү шилжүүлэх боломжгүй.,
Row {0}# Paid Amount cannot be greater than Total amount,{0}# мөр Төлбөрийн дүн Нийт дүнгээс их байж болохгүй,
Row {0}# Paid Amount cannot be greater than requested advance amount,Мөр {0}# Төлсөн дүн нь хүссэн урьдчилгаа дүнгээс их байж болохгүй,
Row {0}: Activity Type is mandatory.,{0} мөр: Үйл ажиллагааны төрөл заавал байх ёстой.,
Row {0}: Advance against Customer must be credit,Мөр {0}: Хэрэглэгчийн эсрэг урьдчилгаа нь кредит байх ёстой,
Row {0}: Advance against Supplier must be debit,Мөр {0}: Нийлүүлэгчийн эсрэг урьдчилгаа нь дебит байх ёстой,
Row {0}: Allocated amount {1} must be less than or equal to invoice outstanding amount {2},Мөр {0}: Хуваарилагдсан дүн {1} нь нэхэмжлэхийн үлдэгдэл {2} дүнгээс бага буюу тэнцүү байх ёстой,
Row {0}: Allocated amount {1} must be less than or equal to remaining payment amount {2},Мөр {0}: Хуваарилагдсан дүн {1} нь үлдсэн төлбөрийн дүнгээс бага буюу тэнцүү байх ёстой {2},
Row {0}: An Reorder entry already exists for this warehouse {1},{0}-р мөр: Энэ {1} агуулахад дахин захиалах бичилт аль хэдийн байна,
Row {0}: Bill of Materials not found for the Item {1},Мөр {0}: Материалын жагсаалт {1} зүйлд олдсонгүй,
Row {0}: Both Debit and Credit values cannot be zero,{0} мөр: Дебит болон кредитийн утга хоёулаа тэг байж болохгүй,
Row {0}: Cannot create Inpatient Medication Entry against cancelled Inpatient Medication Order {1},Мөр {0}: Цуцлагдсан хэвтүүлэн эмчлэх эмийн захиалга {1}-н эсрэг хэвтүүлэн эмчлэх эмийн бүртгэл үүсгэх боломжгүй,
Row {0}: Conversion Factor is mandatory,{0} мөр: Хөрвүүлэх хүчин зүйл заавал байх ёстой,
Row {0}: Cost Center {1} does not belong to Company {2},Мөр {0}: Зардлын төв {1} нь {2} компанид харьяалагддаггүй,
Row {0}: Cost center is required for an item {1},Мөр {0}: {1} зүйлд зардлын төв шаардлагатай,
Row {0}: Credit entry can not be linked with a {1},{0} мөр: Зээлийн бичилтийг {1}-тэй холбох боломжгүй,
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Мөр {0}: BOM - ны #{1} валют нь сонгосон валюттай {2} тэнцүү байх ёстой.,
Row {0}: Debit entry can not be linked with a {1},{0} мөр: Дебит бичилтийг {1}-тэй холбох боломжгүй,
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,Мөр {0}: Хүргэлтийн агуулах ({1}) болон Хэрэглэгчийн агуулах ({2}) ижил байж болохгүй,
Row {0}: Depreciation Start Date is required,Мөр {0}: Элэгдэл тооцох эхлэх огноо шаардлагатай,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,Мөр {0}: Төлбөрийн нөхцлийн хүснэгтийн эцсийн огноо нь Нийтэлсэн огнооноос өмнө байж болохгүй,
Row {0}: Enter location for the asset item {1},Мөр {0}: Хөрөнгийн зүйлийн байршлыг оруулна уу {1},
Row {0}: Exchange Rate is mandatory,{0} мөр: Валютын ханш заавал байх ёстой,
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,Мөр {0}: Ашиглалтын хугацааны дараах хүлээгдэж буй үнэ цэнэ нь нийт худалдан авалтын дүнгээс бага байх ёстой,
Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,{0}-р мөр: {2} зүйлийн эсрэг Худалдан авалтын баримт үүсгээгүй тул зардлын толгойг {1} болгож өөрчилсөн.,
Row {0}: Expense Head changed to {1} because account {2} is not linked to warehouse {3} or it is not the default inventory account,Мөр {0}: {2} бүртгэл {3} агуулахтай холбогдоогүй эсвэл энэ нь үндсэн бараа материалын бүртгэл биш тул зардлын толгойг {1} болгож өөрчилсөн.,
Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},{0}-р эгнээ: Худалдан авалтын баримтын {2}-д энэ дансанд зардлын бүртгэл хийгдсэн тул зардлын толгойг {1} болгож өөрчилсөн.,
"Row {0}: For Supplier {1}, Email Address is Required to send an email",Мөр {0}: Нийлүүлэгч {1}-д имэйл илгээхийн тулд имэйл хаяг шаардлагатай,
Row {0}: From (Year) can not be greater than To (Year),{0}-р мөр: Эхлэл (Жи) нь To (Жи)-ээс их байж болохгүй.,
Row {0}: From Time and To Time is mandatory.,"{0}-р эгнээ: Цаг хугацаа, цаг хугацаа нь заавал байх ёстой.",
Row {0}: From Time and To Time of {1} is overlapping with {2},{0}-р мөр: Цаг хугацаа ба цаг хүртэл {1} нь {2}-тай давхцаж байна,
Row {0}: From Warehouse is mandatory for internal transfers,Мөр {0}: Агуулахаас дотоод шилжүүлэг хийх шаардлагатай,
Row {0}: From time must be less than to time,Мөр {0}: Цаг хугацаа нь үе үеээс бага байх ёстой,
Row {0}: Hours value must be greater than zero.,{0} мөр: Цагийн утга тэгээс их байх ёстой.,
Row {0}: Invalid reference {1},{0} мөр: буруу лавлагаа {1},
Row {0}: Item Tax template updated as per validity and rate applied,{0}-р мөр: Барааны татварын загварыг хүчинтэй байх хугацаа болон ашигласан хувь хэмжээний дагуу шинэчилсэн,
Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer,Мөр {0}: Барааны үнэ нь хувьцааны дотоод шилжүүлгээс хойш үнэлгээний хувь хэмжээгээр шинэчлэгдсэн,
Row {0}: Loan Security {1} added multiple times,Мөр {0}: Зээлийн баталгаа {1}-г олон удаа нэмсэн,
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Мөр {0}: Төлсөн дүн {1} нь {3} зээлийн эсрэг хүлээгдэж буй хуримтлагдсан дүнгээс {2} их байна,
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Мөр {0}: Тал / Бүртгэл нь {3} {4} дэх {1} / {2}-тай таарахгүй байна,
Row {0}: Party Type and Party is required for Receivable / Payable account {1},{0}-р эгнээ: Авлага / өглөгийн дансны {1}-д Талын төрөл болон Тал шаардлагатай,
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Мөр {0}: Борлуулалт/худалдан авах захиалгын төлбөрийг урьдчилгаа гэж үргэлж тэмдэглэнэ,
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Мөр {0}: Хэрэв энэ нь урьдчилгаа бичилт мөн бол ""Урьдчилгаа байна уу"" гэснийг {1} бүртгэлээс шалгана уу.",
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,"Мөр {0}: Борлуулалтын татвар, хураамжийн татвараас чөлөөлөгдөх шалтгаанаар тохируулна уу",
Row {0}: Please set the Mode of Payment in Payment Schedule,Мөр {0}: Төлбөрийн хуваарьт төлбөрийн хэлбэрийг тохируулна уу,
Row {0}: Please set the correct code on Mode of Payment {1},Мөр {0}: Төлбөрийн горим {1} дээр зөв кодыг тохируулна уу,
Row {0}: Project must be same as the one set in the Timesheet: {1}.,Мөр {0}: Төсөл нь цагийн хүснэгтэд заасантай ижил байх ёстой: {1}.,
Row {0}: Purchase Invoice {1} has no stock impact.,Мөр {0}: Худалдан авалтын нэхэмжлэх {1} нь хувьцаанд нөлөөлөхгүй.,
Row {0}: Qty is mandatory,Мөр {0}: Тоо хэмжээ нь заавал байх ёстой,
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),Мөр {0}: Оруулсан бичлэгийг нийтлэх үед {1} агуулахад байгаа {4}-ийн тоо хэмжээ боломжгүй ({2} {3}),
Row {0}: Subcontracted Item is mandatory for the raw material {1},{0}-р эгнээ: Туслан гүйцэтгэгч нь түүхий эд {1}-д заавал байх ёстой.,
Row {0}: Target Warehouse is mandatory for internal transfers,Мөр {0}: Зорилтот агуулах нь дотоод шилжүүлгийн хувьд заавал байх ёстой,
"Row {0}: The item {1}, quantity must be positive number","Мөр {0}: {1} зүйл, тоо хэмжээ нь эерэг тоо байх ёстой",
Row {0}: This Medication Order is already marked as completed,Мөр {0}: Энэ эмийн захиалгыг аль хэдийн дууссан гэж тэмдэглэсэн байна,
"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}",Мөр {0}: {1}-н давтамжийг тохируулахын тулд эхлээд болон өнөөдрийг хүртэлх ялгаа {2}-ээс их буюу тэнцүү байх ёстой.,
Row {0}: Total Number of Depreciations cannot be less than or equal to Number of Depreciations Booked,{0} мөр: Нийт элэгдлийн тоо захиалсан элэгдлийн тооноос бага буюу тэнцүү байж болохгүй,
Row {0}: UOM Conversion Factor is mandatory,{0} мөр: UOM хөрвүүлэх хүчин зүйл заавал байх ёстой,
Row {0}: select the workstation against the operation {1},Мөр {0}: {1} үйлдлийн эсрэг ажлын станцыг сонгоно уу,
Row {0}: user has not applied the rule {1} on the item {2},{0} мөр: хэрэглэгч {2} зүйл дээр {1} дүрмийг хэрэгжүүлээгүй байна,
Row {0}: {1} account already applied for Accounting Dimension {2},Мөр {0}: {1} бүртгэлийг нягтлан бодох бүртгэлийн хэмжээс {2}-д аль хэдийн ашигласан,
Row {0}: {1} is required in the expenses table to book an expense claim.,{0}-р эгнээ: Зардлын нэхэмжлэлийг захиалахын тулд зардлын хүснэгтэд {1} байх шаардлагатай.,
Row {0}: {1} must be greater than 0,{0} мөр: {1} 0-ээс их байх ёстой,
Row {0}: {1} {2} cannot be same as {3} (Party Account) {4},Мөр {0}: {1} {2} нь {3} (Намын бүртгэл) {4}-тэй ижил байж болохгүй,
Row {0}: {1} {2} does not match with {3},{0} мөр: {1} {2} нь {3}-тэй таарахгүй байна,
Row {0}: {1} {2} of {3} is pledged against Loan {4}.,{0}-р эгнээ: {3}-ын {1} {2} нь {4}-н зээлийн барьцаанд байна.,
Row {0}: {3} Account {1} does not belong to Company {2},Мөр {0}: {3} Бүртгэл {1} нь {2} компанид харьяалагддаггүй,
Row {0}:Sibling Date of Birth cannot be greater than today.,Мөр {0}: Ах дүүгийн төрсөн огноо өнөөдрийнхөөс их байж болохгүй.,
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.",{1} мөр: Тоо хэмжээ ({0}) нь бутархай байж болохгүй. Үүнийг зөвшөөрөхийн тулд UOM {3} доторх '{2}'-г идэвхгүй болго.,
Row {}: Asset Naming Series is mandatory for the auto creation for item {},Мөр {}: Хөрөнгийн нэрлэх цуврал нь {} зүйлийг автоматаар үүсгэхэд зайлшгүй шаардлагатай.,
Row({0}): {1} is already discounted in {2},Мөр({0}): {2}-д {1} аль хэдийн хямдарсан байна,
Rows Added in {0},{0}-д нэмсэн мөрүүд,
Rows Removed in {0},{0}-д мөрүүдийг устгасан,
Rows with duplicate due dates in other rows were found: {0},Бусад мөрөнд дуусах хугацаа нь давхардсан мөрүүд олдсон: {0},
Rule Applied,Дүрмийг ашигласан,
Rule Description,Дүрмийн тайлбар,
S.O. No.,SO Үгүй.,
SAL-CAM-.YYYY.-,SAL-CAM-.YYYY.-,
SAL-ORD-.YYYY.-,SAL-ORD-.YYYY.-,
SAL-QTN-.YYYY.-,SAL-QTN-.YYYY.-,
SER-WRN-.YYYY.-,SER-WRN-.YYYY.-,
SGST Account,SGST данс,
SGST Amount,SGST дүн,
SLA is on hold since {0},SLA {0}-с хойш хүлээгдэж байна,
SMS Center,SMS төв,
SMS Log,SMS бүртгэл,
"SMS not sent, please check SMS Settings",SMS илгээгээгүй тул SMS тохиргоог шалгана уу,
SO Qty,SO Тоо хэмжээ,
STATEMENTS OF ACCOUNTS,ДАНСНЫ ТАЙЛАН,
STO-ITEM-.YYYY.-,STO-ITEM-.YYYY.-,
STO-PICK-.YYYY.-,STO-PICK-.YYYY.-,
SUP-.YYYY.-,SUP-.YYYY.-,
SWIFT Number,SWIFT дугаар,
SWIFT number,SWIFT дугаар,
Safety Stock,Аюулгүйн нөөц,
Salary,Цалин,
Salary Component,Цалингийн бүрэлдэхүүн хэсэг,
Salary Component Account,Цалингийн бүрэлдэхүүн хэсгийн данс,
Salary Component Type,Цалингийн бүрэлдэхүүн хэсгийн төрөл,
Salary Component for timesheet based payroll.,Цагийн хүснэгтэд суурилсан цалингийн бүрэлдэхүүн хэсэг.,
Salary Detail,Цалингийн дэлгэрэнгүй,
Salary Details,Цалингийн дэлгэрэнгүй мэдээлэл,
Salary Expectation,Цалингийн хүлээлт,
Salary Mode,Цалингийн горим,
Salary Payments Based On Payment Mode,Төлбөрийн горимд суурилсан цалингийн төлбөр,
Salary Payments via ECS,Цалингийн төлбөрийг ECS-ээр хийдэг,
Salary Register,Цалингийн бүртгэл,
Salary Slip,Цалингийн хуудас,
Salary Slip Based on Timesheet,Цагийн хуудас дээр үндэслэн цалингийн хуудас,
Salary Slip ID,Цалингийн хуудасны үнэмлэх,
Salary Slip Leave,Цалингийн хуудас,
Salary Slip Loan,Цалингийн хуудасны зээл,
Salary Slip Timesheet,Цалингийн хуудас,
Salary Slip already exists for {0},{0}-н цалингийн хуудас аль хэдийн байна,
Salary Slip of employee {0} already created for this period,Энэ хугацаанд аль хэдийн үүсгэсэн ажилтны цалингийн хуудас {0},
Salary Slip of employee {0} already created for time sheet {1},Ажилтны {0} цалингийн хуудас {1}-д зориулж аль хэдийн үүсгэсэн,
Salary Slip submitted for period from {0} to {1},{0}-с {1} хүртэлх хугацааны цалингийн хуудсыг ирүүлсэн,
Salary Slips Created,Цалингийн хуудас үүсгэсэн,
Salary Slips Submitted,Цалингийн хуудас ирүүлсэн,
"Salary Slips already exists for employees {}, and will not be processed by this payroll.",Ажилчдын {} цалингийн хуудас аль хэдийн байгаа бөгөөд энэ цалингийн жагсаалтаар боловсруулагдахгүй.,
Salary Structure,Цалингийн бүтэц,
Salary Structure Assignment,Цалингийн бүтцийн даалгавар,
Salary Structure Assignment for Employee already exists,Ажилтны цалингийн бүтцийн хуваарилалт аль хэдийн байгаа,
Salary Structure Missing,Цалингийн бүтэц дутуу байна,
Salary Structure must be submitted before submission of Tax Ememption Declaration,Татвараас чөлөөлөх тухай мэдүүлэг өгөхөөс өмнө цалингийн бүтцийг ирүүлсэн байх ёстой,
Salary Structure not found for employee {0} and date {1},"{0} ажилтны цалингийн бүтэц, огноо {1} олдсонгүй",
Salary Structure should have flexible benefit component(s) to dispense benefit amount,Цалингийн бүтэц нь тэтгэмжийн хэмжээг олгох уян хатан тэтгэмжийн бүрэлдэхүүн хэсгүүдтэй байх ёстой,
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","{0}-с {1} хүртэлх хугацааны цалинг аль хэдийн боловсруулсан, чөлөө авах өргөдөл гаргах хугацаа энэ хугацааны хооронд байж болохгүй.",
Salary breakup based on Earning and Deduction.,"Орлого, суутгал дээр үндэслэн цалингийн хуваарилалт.",
Salary components should be part of the Salary Structure.,Цалингийн бүрэлдэхүүн хэсэг нь Цалингийн бүтцийн нэг хэсэг байх ёстой.,
Salary range per month,Сарын цалингийн хүрээ,
Sales,Борлуулалт,
Sales Account,Борлуулалтын данс,
Sales Analytics,Борлуулалтын аналитик,
Sales Contributions and Incentives,Борлуулалтын хувь нэмэр ба урамшуулал,
Sales Defaults,Борлуулалтын өгөгдмөл,
Sales Details,Борлуулалтын дэлгэрэнгүй мэдээлэл,
Sales Expenses,Борлуулалтын зардал,
Sales Funnel,Борлуулалтын юүлүүр,
Sales Invoice,Борлуулалтын нэхэмжлэх,
Sales Invoice Advance,Борлуулалтын нэхэмжлэхийн урьдчилгаа,
Sales Invoice Item,Борлуулалтын нэхэмжлэхийн зүйл,
Sales Invoice No,Борлуулалтын нэхэмжлэхийн дугаар,
Sales Invoice Payment,Борлуулалтын нэхэмжлэхийн төлбөр,
Sales Invoice Series,Борлуулалтын нэхэмжлэхийн цуврал,
Sales Invoice Timesheet,Борлуулалтын нэхэмжлэхийн цагийн хуудас,
Sales Invoice Trends,Борлуулалтын нэхэмжлэхийн чиг хандлага,
Sales Invoice created successfully,Борлуулалтын нэхэмжлэхийг амжилттай үүсгэсэн,
Sales Invoice or Patient Encounter is required to create Lab Tests,Лабораторийн шинжилгээг үүсгэхийн тулд борлуулалтын нэхэмжлэх эсвэл өвчтөнтэй уулзах шаардлагатай,
Sales Invoice {0} created,Борлуулалтын нэхэмжлэх {0} үүсгэсэн,
Sales Invoice {0} has already been submitted,Борлуулалтын нэхэмжлэх {0}-г аль хэдийн илгээсэн байна,
Sales Invoice {0} must be cancelled before cancelling this Sales Order,Энэхүү борлуулалтын захиалгыг цуцлахаас өмнө борлуулалтын нэхэмжлэх {0}-г цуцлах шаардлагатай,
Sales Manager,Борлуулалтын менежер,
Sales Master Manager,Борлуулалтын мастер менежер,
Sales Monthly History,Борлуулалтын сарын түүх,
Sales Order,Борлуулалтын захиалга,
Sales Order Analysis,Борлуулалтын захиалгын дүн шинжилгээ,
Sales Order Date,Борлуулалтын захиалгын огноо,
Sales Order Item,Борлуулалтын захиалгын зүйл,
Sales Order Packed Item,Борлуулалтын захиалга савласан бараа,
Sales Order Reference,Борлуулалтын захиалгын лавлагаа,
Sales Order Series,Борлуулалтын захиалгын цуврал,
Sales Order Status,Борлуулалтын захиалгын төлөв,
Sales Order Trends,Борлуулалтын захиалгын чиг хандлага,
Sales Order required for Item {0},{0}-д борлуулалтын захиалга шаардлагатай,
